author,text,source,date,url
Jardón,"Hola Maratonianoacetabular, estas en el buen camino creeme, el Dr. Perez Carro se puede considerar un buen especialista en cadera, concretamente en marzo de este año van a realizar un shimposiun sobre artroscopia de cadera en Santander y carro está entre los participantes. Yo no sé como te encuentras actualmente, pero si no haces algo de piscina suave es probable que tu estado avance, en mi caso avanzaba muy rápido, llegando a estar en una silla de ruedas, y te aseguro que lo mejor que me pudo haber pasado fue encontrar al Dr. Margalet y que me practicase la artroscopia en ambas caderas. Es evidente que cuanto mejor vayas ala intervención más sencilla es la recuperación, pero ante todo hay que ser constante y pensar siempre en positivo. Yo pensé que no conseguiría volver a correr y ahora es posible practicar deportes varios, bailar,ect. Hay que ser ante todo paciente, ya que todos no tenemos la misma evolución.",elatleta.com,10/02/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page36
Jardón,"Maratonianoacetabular, no me mal interpretes, yo he dicho que en ""mi caso llegué a estar en una silla de ruedas"",tras casi 4 años en muletas, ya que nadie (ningún doc) se atrevía a meter mano en mi proceso ya muy avanzado (5 años rodando por médicos).., casi todos coincidían en que era un prótesis, dudaban que con la artroscopia saliese bien y me recuperase sin problemas, pero me arriesgué y en este caso gané. Yo lo que si te digo es que cuanto más tiempo pases sin operar es evidente que el problema empeora, si a mí me lo hubiesen echo hace 5 años pues hubiese sido más fácil, bueno no sé, hace 5 años Margalet no tenía esta nueva técnica de artroscopia y tal vez tampoco hubiese resuelto nada. Venga que no se diga, no hay  miedo, no nervios, debes confiar en tu doc. y veras como todo sale bien. Ya contaras ",elatleta.com,11/02/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page36
Jardón,"Buenas, con vuestro permiso me voy a meter en lo que estáis tratando, cacike tiene razón en mucho de lo que dice, mi caso estaba al límite de la prótesis, afortunadamente el Dr. Margalet me ha operado dos veces en 6 meses y a un año y dos meses de la primera estoy como nueva, puedo hacer deporte de impacto, y estoy fenomenal, no se donde os han dicho que no vais a poder hacer vida normal, y practicar deporte, es más a los 3 meses de operarme la primera cadera yo jugaba suave al tenis, caray no seamos pesimistas antes de ver resultados, dar una oportunidad a todo esto, que merece la pena.",elatleta.com,19/02/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page37
241,"Buenas tarder, bueno hoy he pedido cita para el dr. Villamor,me ha dado para el día 26 de mayo, la consulta me cuesta de 250/ 300 euros, no sé pq la diferencia de los 50 euros, ya me enterare, de las siguientes no se creo que me dijo que mas baratas, y en la caso de operación que ya me lo valoraria el mismo doctor, no tiene compañias aseguradoras, por lo que lo hace el mismo y te cuesta un dinero. De todas formas seguire buscando por si me dan otro médico para antes, le he mandado un correo al doctor margalet para que me conteste.",elatleta.com,14/03/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page40
MONCHO1,"Hola a todos, Xavier a mi me opera en Mayo, Margalet ya va dando cita por esas fechas, gracias que me adelante a los acontecimientos y reserve operación para el día dos de Mayo. Yo también tengo Artrosis con su Choque tipo Cam, ojala tengamos suerte y nos deje nuevos. Saludos.",elatleta.com,15/03/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page40
xavier6,"Hola a todos(as), Moncho1, la operación con el dr. Margalet podía ser antes, pero debido al trabajo no me es posible.",elatleta.com,15/03/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page40
Jardón,"Alvarito te comento, resulta que este finde, se celebró en Santander un simposiun de artroscopia de cadera, donde entre otros se encontraba Margalet como profesor ponente y creo que estaba organizado por  Luis Perez Carro, yo sé que Margalet está intentando extender entre los profesionales su técnica y creo que eso ha estado haciendo en Santander, con profesionales de España y del Extranjero. Yo me he operado dos veces con Margalet y  era complicado porque había mucho mal, pero en una hora y medio estaba lista la artroscopia. Las incisiones son mínimas y con ello las lesiones que se producen a nivel muscular también son menores y ello facilita la recuparación. De todos modos mi opinión sobre Perez Carro es buena, mejor, más humano y educado que algún otro que he visitado. Piensalo y confía en que todo va a salir bien. Saludos a todos.",elatleta.com,15/03/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page41
Alvarito,"Hola, vaya, no sabia q el doctor Margalet operaba por la seguridad social. Me puede decir alguien que hay q hacer para conseguir que sea el quien te opere? imagino que las esperas tienen que ser muy largas...",elatleta.com,11/04/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page45
241,"Hola cacike, por ahora me estan viendo de la SS, ya me han visto 3 y de los tres ninguno me ha dich nada del choque, me dicen tendinitis de abductores, el rehabilitaror fué el que me dijo que tal vez seria un choque, por lo que me reenvio otra vez al trauma y este me realizo otra radiografia y m dijo que no veía nada así que otra vez al rehabilitador. la verdad que desespera, y para mas inri ahora me aparece este nuevo dolor en la rodilla sobre todo al andar y la zona lumbar insoportable.... Y tengo dudas entre Villamor y Margalet, la verdad que Jardon entre otros habla muy bien de este doctor y con la aportaci´n del video me ha hecho plantearme el pedir cita con Margalet me ha causado una muy buena impresión, lo que realmente me molesta es tener que gastarme el dinero las cosas no estan muy bien econmicamente... este proximo martes voy a otro traumatologo, este le pago yo.... a ver que me dice no es tan caro como villamor o margalet a ver que me dice... ya os contare.. un saludo a todos y a mejorarse...Y MarioC... bueno yo creo que si no tuviese dolor y el cirujano me dice que no me opere pues haría lo mismo... un saludo otra vez a todos... cuidados.",elatleta.com,23/04/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page47
Jardón,"Efectivamente que se pueden volver a practicar deportes de contacto, echa un vistazo a lo que dice el Dr. Margalet que ha colgado un reportaje donde operan a un triatleta. Comprobaras que puedes volver a practicar de todo.",elatleta.com,28/04/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page47
Jardón,"Laucast, cuando yo descubrí que se podía hacer la artroresonancia ya estaba en la consulta con Margalet y ya no era necesario hacerla, como bien dices con una placa quien sabe de lo que habla te lo puede diagnosticar. Yo en mi situación no tenía nada que perder, así que no dudé en hacer la artroscopia, y en el momento de la intervención se encontraron muchas cosas más, pero afortunadamente se resolvió todo sobre la marcha, el labrum, la malformación, las calcificaciones.....ect....",elatleta.com,29/04/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page47
MONCHO1,"Hola Ana, con Margalet después de la operación podemos apoyar el pie pero con muletas pero con descarga parcial de la pierna operada durante las tres primeras semanas, yo ahora mismo me encuentro fenomenal con cero de dolor, estoy esperando para comenzar hacer los ejercicios y supongo que al hacer alguno tendré alguno pequeña molestia, no esperaba estar tan bien, estoy asombrado aunque ya sabemos que cada paciente y cada lesión es una historia, y mi lesión esta avanzada comparado con lo que tu tienes. ",elatleta.com,05/05/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page48
Jardón,"Hola delicias, lo del viaje de vuelta depende del especialista que te trate, Ledesma si se por otros operados que te da el alta 4 días después, en cambio Margalet te da el alta al día siguiente, en Mallorca hay otro doc. que te da el alta también al día siguiente, depende del especialista, yo te aconsejaría el avión o el tren, igual mejor el tren,ten en cuenta que los primeros días no puedes apoyar con descarga la pierna, y en principio en 2 o 3 semanas no podras conducir, vas a estar bastante limitada, sobre todo por las muletas, calzarte, vestirte, hasta que te adaptes, caminar si pero con cuidado, asi que no sé yo lo de llevarlos al cole, de todos modos ya veras como todo sale bien. saludos.",elatleta.com,10/05/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page49
MONCHO1,"Bienvenido Charleston, yo te gano por unos días de antelación, fuí operado también Margalet y más o menos me hicieron lo que a ti aunque a mi me cosieron el famoso labrum, tu también tienes tocado el cartílago? que grado tonis tienes?",elatleta.com,10/05/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page50
Jardón,"Nunca mejor dicho, lo de que afecta hasta a los médicos, os cuento una curiosidad. El mes pasado fui al cardiólogo por la lesión esa que me encontraron, y cual sería mi sorpresa que cuando vio las incisiones de las piernas llamaron su atención, y todo se volvió preguntar y preguntar, aquello era peor que el FBI, en cambio mi problema era un cero a la izquierda. Cual sería mi sorpresa que la semana pasada pasó por el despacho del Dr. Margalet porque tiene el famoso choque señor@s, pero mi problema tengo que seguir peregrinando para que mi den una solución, ya que el me mandó con unas pastillitas para casa.",elatleta.com,11/05/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page50
Jardón,"No te desnimes chasis, eso mismo y algo más fue lo que me hizo Margalet a mí, pero claro de tres horas que fue lo tuyo a una hora y  media más o menos que fue lo mio pues hay diferencia, por curiosidad cuanto te costó? o fue por mutua?, debes tener paciencia, cuanto más tarden en la intervención más tiempo vas a tardar en recuperar, esto es así, y todos no recuperamos igual, pero no es conveniente que estés mucho tiempo en reposo, luego va a ser peor, Margalet recomienda dar paseitos de 15 minutos durante todo el día y descansar, pero para nada estar en la cama, desde el primer día te puedes sentar e incluso caminar apoyando sin descarga el pié, por ello a las tres o cuatro semanas ya se deja una muleta o las dos, pero bueno dale tiempo al tiempo, ya veras como sales pronto de esto. Saludos y a mejorarse.",elatleta.com,12/05/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page50
MONCHO1,"Hola de nuevo compis, que tal vais? ánimo Ana y Delicias ya os queda poquito y pronto como nuevas, se que Ana con Margalet va a tener una pequeña intervención y una prontísima recuperación y espero que Delicias le ocurra lo mismo con la suya. Ana no tengas miedo a las inyecciones de eparina apenas duele, a mi mujer me ha puesto 25 y sino la hubiera tenido yo mismo me las hubiera puesto, es poca cosa no te asustes.",elatleta.com,30/05/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page52
MONCHO1,"Hola compañeros, Jardón la revisión con Margalet la asemejo como ir a visitar a un colega a su casa y tomarte unas cañas, joder que buen trato tiene y que buena gente es, a la par de ser un gran profesional, también estaba la doctora Vallejo que es más de lo mismo, Margalet me ha dicho que estoy bien de la operación, tengo buena movilidad y que en la otra no ve signos radiológicos de artrosis pero que me aconseja la operación, cosa que haré a principios del año que viene, este año ya no me opero de nada más.",elatleta.com,02/06/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page53
juanjodp,"Buenas tardes a todos, algún choquero quese haya operado en el hopital Universitario de Canarias en Tenerifede Choque acetabular. Tengo ita con Margalet en Julio y pensaba operame con él, pero ayer tras la consulta en el Hospital de Tenerife me surgen las dudas, realmente vale la pena dejarse un pastón o esperar un poco por gente que también conoce la técnica y han practicado la operación durante unos 2 años????",elatleta.com,08/06/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page55
Jardón,"Juanjodp, en mi caso valió la pena, es más fue una pena no haber encontrado antes a este gran profesional que es Margalet, en mi caso nadie se atrevió a tocar en mi cadera, la única solución factible era una prótesis, pero este hombre me propuso la artroscopia y me dijo ""te aseguro que vas a volver a hacer vida totalmente normal"". Eso para una persona que lleva casi 4 años con muletas para todo, luchando por que no le coloquen una prótesis y con unos dolores que se muere es como si te abren las puertas del cielo, me puse en sus manos y guau, en 5 meses las dos caderas operadas y en 7meses vida normal. Juzga tu mismo si merece la pena o no. En tu caso debes pensar que esto el choque no va a ir nunca a mejor, puede que haya días que duela más o menos y depende de lo avanzado de la lesión corre más prisa o menos la lesión. En cuanto a que se hace desde 2 años atras, no, antes también se hacían, pero con otra técnica más invasiva, que daba muchos problemas en la recuperación y era bastante incompleta. Margalet lo que ha hecho es crear una nueva técnica para llegar a las zonas más complicadas con un instrumental adaptado que además evita lesiones en tendones y demás cosillas que hay por ahí, con lo cual la recuperación es mucho más rápida y tambien la cicatrización en la zona de la lesión. Esta técnica la está llevando por toda España y el extranjero, pero muchas comunidades autónomas no quieren gastarse el dinero en esto de  aprender a realizar las artroscopias y por ello no se hacen en muchos sitios y debemos recurrir a la sanidad privada. Lo que si debes es tener claro lo que quieres hacer, pero espera si estas dudoso y ve a la consulta haber que pasa, no debes tomar decisiones apresuradas.",elatleta.com,09/06/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page55
MONCHO1,"Hola Raul, este doctor fué el primero que me dijo que tenía el choque y por eso le estoy agradecido, anteriormente los demás por donde vivo me dijeron que tenía artrosis y que me tomaran el Condrosan, la Clinica Cemtro me parece excelente ya que allí me han operado de la espalda y he estado ingresado varios días, el doctor Torres me parecio muy frio y no me gusto, pero eso no quita que sea un gran profesional, él me dijo que me quitaría el cartílago, que me haría microfracturas, y que tendría que estar 7 semanas sin apoyar la patita, y la operación duraría tres horas y que la prótesis la tenía asegurada, así que decidí seguir mirando y mirando otros traumas pues me asuste, al final decidi operarme con Margalet, y estoy muy contento con la decisión que tome, ha sido una operación que no ha llegado a las dos horas, me ha cosido el labrum y no me ha quitado nada, salí apoyando la pierna parcialmente, cuando se acabaron las tres primeras semanas de operación pude dejar las muletas pues me encontraba muy bien, y del trato de Margalet es una maravilla pues es todo lo contrario a Torres.",elatleta.com,11/06/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page55
raultoledo,"muchisimas gracias moncho, Margalet es de barcelona? tu vives en la zona centro como yo? todos los detalles que me des me van genial",elatleta.com,11/06/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page55
MONCHO1,"Yo soy de Jaén, he tenido que darme buenos viajes para encontrar una solución. Eric Margalet es de Barcelona, en internet tienes mucha información. ",elatleta.com,11/06/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page55
Jardón,"Raúl toledo ,afortunadamente esto ha ido avanzando mucho y ahora disponemos de más información que cuando yo empecé con todo este tema, si buscas en Internet a Margalet ahora ya aparecen muchas cositas que ver, y las cuales son ciertas, aquí estamos moncho y yo para demostrarlo, muy bien y muy rápido, los demás van un poco más despacio pero evolucionan dentro de lo previsto, bien, nos costó mucho trabajo al menos a mí encontrar a un profesional tan humano y positivo además de buen cirujano, y se lo recomiendo a todos, ojala todos tengáis la posibilidad de poder conocerle y por supuesto acceder a su nueva técnica y a sus conocimientos como especialista en cadera, merece la pena, supongo que haya más gente que esté de acuerdo con mi opinión, aunque cada uno somos un mundo y también hay otros buenos especialistas.",elatleta.com,12/06/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page56
M ANGELES,Hoy he recogido las radigrafias y el TAC después de 7 meses de la operación y el informe del TAC dice claramente que tengo choque cam y pincer en ambas caderas... pa cagarse!!! Que después de operarte te digan que sigues teniendo choque... yo esperare a los comentarios y conclusión de Margalet (uno quiere que el digan solo lo que quiere oir...) ,elatleta.com,15/06/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page56
M ANGELES,"Bueno... según Margalet que me operó... LA CADERA OPERADA ESTÁ BIEN!!!! Y yo me lo creo!!! No me preguntéis porqué pero siempre he confiado en él desde que le conocí, imagino que ahora es fácil creer en él porque me dice lo que quiero oir... pero también es verdad que me dice que en la otra cadera también tengo el dichoso choque, así que creo que nada me salva del quirófano de nuevo... BBbbbbbbrrrrrrrr!!!! Pues nada, que hay que seguir pensando que pasar por todo esto vale la pena, hay que darlo todo!!! Ahora tendré que seguir luchando contra las dichosas molestias del psoas...Ánimo a tod@s!!!",elatleta.com,22/06/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page58
MONCHO1,"Hola a todos, ves Ana como sería algo leve, una rápida recuperación sin apenas dolor, el máximo dolor fué los pinchazos de la eparina. Yo ahora tengo algunas molestias en la cadera pero no me obligan a tomar nolotil, además como ya os dije algunos chasquidos extraños, mañana tengo cita con Margalet para los factores de crecimiento y veremos lo que me dice, espero que no sea nada, por cierto es muy doloroso esto de los factores de crecimiento? A mi en su día con el pinchazo para la artroresonancia no tuve nada de dolor espero que esto sea parecido y sino ajo y agua. ",elatleta.com,27/06/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page59
MONCHO1,"Si que es interesante para nosotros del Sur aunque yo ya no cambio a Margalet por ningún otro, por cierto si alguién lo puede explicar, está técnica mini invasiva introducida por Ribas no es una artroscopia?  esto de no dislocar la cadera por Ribas es reciente pues antes si la dislocaba?. Margalet a nosotros si nos disloca la cadera pero durante muy poco tiempo.",elatleta.com,04/07/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page61
Piriforme,"Hola Jardon y Aana, gracias por vuestros consejos. Al final ha sido cierto que el ""sindrome de piramidal"" era un mal diagnóstico. Así que, según nuevo diagnóstico (Choque Femoroacetabular bilateral) me paso a este foro. Tengo fecha de intervvención con el Dr. Margalet (ese encanto de médico-persona-y profesional) para la semana del 12 de Septiembre. Ahora mis inquietudes son saber detalladamente como funciona la ""experiencia"" de la recuperación.¿Puede alguien que se haya operado por el Dr. Margalet, explicarme?. ¿Es verdad que en 1 mes (según él me ha dicho) estás sin muletas y recuperado?. Please, contadme.......estoy preocupada...",elatleta.com,06/07/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page61
aana,"a mí sí yuna, el fin de semana pasado. Estuve mucho rato sentada trabajando por la tarde y a última hora tenía la pierna mala cruzada sobre la otra y cuando me fuí a levantar, me dió un latigazo la ingle, que me quedé paralizada sin querer levantarme del miedo de haberme roto algo. Mandé un correo a dr. Margalet y me dijo que era normal las primeras semanas que tuviera esos latigazos, calambres, etc..",elatleta.com,09/07/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page62
MONCHO1,"Hola Lavilla, yo me opere con Margalet y al día siguiente me vine en avión sin ningún problema, yo avise con antelación a la compañía aerea y vueling me reservo un asiento un poquito más ancho sin pagar ningún tipo de suplemente, por eso yo te aconsejaría el avión, además tampoco tuve problema al montarme en el coche pero todo con cuidadin.",elatleta.com,18/08/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page69
MONCHO1,"Hola, Alberdelared si te refieres también a las infiltración de plasma rico en factores de crecimiento pues a mi ya me han infiltrado, es un gasto elevadísimo a lo que hay que sumar viajes, estancia etc, a mi me los puso Margalet y como él me lo aconsejo así hice, parece que dan resultado en la rodilla sino el ejemplo de Rafa Nadal, si de verdad hay algún estudio o hay algo real sobre la inutilidad de los factores en la cadera que lo publiquen o lo que sea pues están jugando con el dinero, tiempo e ilusión de la gente co...o, pero tan dificil es esto de la traumatología que unos te dicen rojo y otros negros, al final tendré que ir al hechicero de mi pueblo para que de él una tercera opinión, je je, vaya tela, antes la glucosamina ahora las infiltraciones, no sé que novedad será la próxima, ojala sea buena.",elatleta.com,25/08/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page71
jose.marron,"10.000€!!!!! Vaya tela!!!! No pensaba que fuera tanto, pensaba operarme con Villamor ya que he leído buenas opiniones de él, pero siendo tanto dinero.... He leído que Margalet sí trabaja con Sanitas, así que si lo confirmo ni me lo pienso y voy a Barcelona",elatleta.com,12/09/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page75
aana,"Jose, a mí el Dr. Margalet sí me dejo correr antes de la operación, pero sin cangarme.",elatleta.com,16/09/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page75
gloriamoreno,ya Margalet me respondió y me dice que la tendinosis se trata con infiltraciones de prp y que tratando el choque + las infiltraciones la tendinosis no será recidivante.,elatleta.com,18/09/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page76
aana,"Xavier, no te preocupes por nada, a partir mañana estarás en foro como unas castañuelas. Si te parece hoy le mando un correo al Dr. Margalet a las 21.55h para que se acueste pronto, que mañana tiene una intervención importante. ",elatleta.com,21/09/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page77
Jardón,"Gloria, enhorabuena, no tengas miedo si Margalet te ha dicho que te opera las dos no dudes, sabe lo que hace, claro que ten en cuenta que lo de la movilidad va a ",elatleta.com,22/09/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page77
aana,"Pablo, ya se que no sueles admitir consejos, pero yo en tu caso, si me sobran 200 euros haría una visita al Dr. Margalet o al menos le mandaría un e-mail que sale muy económico. ",elatleta.com,28/09/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page79
gloriamoreno,Margalet me dio cita en  en 15 dias desde q le confirmé la operacion. Realmente eres tu el q pone la fecha.,elatleta.com,06/10/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page80
241,"Hola compañeros llevo mucho tiempo sin entrar por aqui, la verdad que estoy un pco desanimado, empece con este tema en septiembre del 2010, y gracias al dr. Margalet que le envie unas radiografias me dijo que teina un AFA tipo pincer en la cadera derecha(el cual me recomendo Jardon,a la que agradezo), ahora que el dolor era mas llevadero empezo a dolerme la izquierda y el dr. Crespo me diagnostico AFA tipo cam. JODERRRRR. Estoy en lista de espera y super nervioso además de asustado me llevo el lote de dos, el problema es la lista de espera en la SS. que sería de un año o mas, ya que por lo privado me seria imposible. Me gustaria saber de los operados si como dice el dr. la operacion dura 4 a 5 horas, ya que el dr. Margalet me hablo de 2 horas aprox.,",elatleta.com,15/10/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page81
241,"Hola, quisiera saber cuanto llevas en Sanitas, yo me hice el seguro en Junio, pero creo que debo de estar una permanecna de 8 meses para que entre la cirujia, y la verdad estaba aguantando hasta diciembre que cumplo, e ir a ver a Margalet y qu el me opere, pues la SS me da una espera de un año minimo, me gustaira saber cuanto llevas, si Sanitas te ha puesto pegas etc etc... gracias espero tu respueta un saludo.",elatleta.com,15/10/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page81
xavier6,"Ana, este viernes me hice unas radiografias que me pidió Margalet, para lleváreselas mañana que tengo hora para los factores de crecimiento. Resulta que la derecha está igual de jod... que la izquierda.... pero Margalet me dijo. Te duele la pierna derecha, yo le dije que no. El me contestó de momento olvídate...con la pasta que vale, ya llegará el momento.",elatleta.com,17/10/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page82
gloriamoreno,"Aana, a mi el fisio de margalet me dijo q debia buscar algun fisio a partir de las 3-4 semanas. De todas formas lo confirmaré. Igual es pq son las 2 caderas.",elatleta.com,18/10/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page83
Jardón,"Hola, veo que andáis bien por ahí, cada uno con sus achaquillos, gloria, si operé mi rodilla con Margalet cuando la segunda artroscopia de cadera, fue un lote, pero      como ya sabras todo muy bien, a dios gracias, ya ni se notan los agujeritos(rodilla), creo que no debes apurarte mucho, simplemente caminar a ratos y si te ves       capaz subir una escalera que otra con cuidado, aunque sea solo el primer escalón, o hacer el intento de subir la pierna para dar el paso, ese sería un buen comienzo, venga que tu lo consigues, veras que si.",elatleta.com,20/10/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page83
xavier6,"Me alegro mucho Anna. A mi también me operó Margalet el 22 de Septiembre, o sea que estabamos en el mismo sitio para la misma operación. Yo voy sin muletas para estar en casa, pero para salir cojo una ya que al cabo de un rato la necesito.",elatleta.com,31/10/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page85
MONCHO1,"Hola de nuevo, yo os sigo leyendo todos los días pero la mayoría de las veces no tengo nada nuevo que aportar a vuestras intervenciones, pero ahora si, sino me equivoco los funcionarios no tienen periodo de carencia con el seguro. Titoeu yo me he operado en la clinica Cemtro pero de la espalda y todo me ha ido fenomenal, tanto el neurocirujano como el personal y en general la clinica es una maravilla, también estuve en la Cemtro para el tema del AFA pero no me gusto mucho el doctor que me vio, y por eso segui mirando otros traumas y acabe con Margalet y ya no lo cambiaria por ningún otro y menos por el de la Cemtro, si eres funcionario lo mismo puedes cambiarte a algún seguro que cubra la Clinica Tres Torres y solo tengas que pagar los honorarios de Margalet o incluso también los cubra, hablalo con las Secretarias de Margalet a ver lo que te dicen.",elatleta.com,01/11/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page85
MONCHO1,"Mª Angeles me opere con Margalet en Barcelona hace 6 meses y tengo previsto operarme de nuevo con él aproximadamente en Febrero,",elatleta.com,08/11/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page86
MONCHO1,"Hola a todos,   LUISMI tu historia se va repitiendo en la mayoría de nosotros, algunos traumas nos quitan la esperanza en una solución a nuestro problema y otros como Margalet nos la vuelven a dar, no nos podemos quedar de brazos cruzados, como a mi me dijeron a esperar la protesis, tenemos que hacer todo lo posible y movernos hasta encontrar con algún trauma experto en esto, aunque creo que Perez Carro es de los expertos en esto y colega de Margalet, no sé por qué te han dicho cosas diferentes.",elatleta.com,15/11/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page87
muler,"Hola todos:                                                                                                                                                               soy nuevo en el foro, yo tube un accidente trabajando  y sufri FRACTURA PARED ACETABULAR CADERA IZ ACOMPAÑADO DE FRACTURA RAMAS ISQUIOPUBIANAS.Diagnostico de la mutua coxartrosis cadera IZ solucion protesis de cadera proximos años, la solucion no me gustava.De todo esto llevo 11 años con dolor de cadera ,rodilla,espalda .Fui aun medico privado me aconsejo que fuese a un medico especialista de cadera y fui a barcelona ,GRACIAS a este foro conoci a ERIC MARGALET i me diagnostico choque femoro acetabular . Sigo en tratamiento con medicos traumatolosgos de la seguridad social porque lo de la cadera pude ser una patologia , lo de la rodilla otra  y la espalda  otra .Resumiendo no se lo que hacer .Veronicams yo soy de ibiza ciudad",elatleta.com,16/11/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page87
muler,"Hola a todos :Primero decir que me perdoneis  por mis faltas de ortografia, cuando quiero decir algo a margalet lo hace mi hi jo. Veronicamc yo tambien fui a grupo poligrinica dr HARTMANN, me dijo que fuese a ver al dr RICARDO CUELLAR GUTIERREZ   de quiron san sebastian porque en su opinion me tenian que poner una protesis de superficie o quiron de madrid del dr RAFAEL CARNOSA SEVILLANO estos dos medicos son  especialistas de ortopedia. Contacte con la clinica tres torres  ERIC MARGALET que me dijo que tenia un choque femoro acetabulat tipo pincer con una sola radio grafia  y eso que tenia RM pero ni la vio. En ibiza el medico de la seguridad que me esta llevando es MIGUEL PASTOR  de formentera que no esta muy combencido de la artroscopia sea la solucion , yo lo unico que se es que me duele  la cadera y la rodilla . Estoi muy comfuso",elatleta.com,17/11/2011,http://www.elatleta.com/foro/showthread.php?119886-El-choque-f%C3%A9moro-acetabular/page87
